video_id,channel_id,views,likes,comments,shares,subscribers_gained,estimated_revenue,avg_view_pct,avg_view_duration
1e8ZxyJf1Qw,UCxxl4xdZZqRSSz2VfnFBhwA,12,0,0,0,0,0.002,124.19,29.42
1hL4aqBAo_Y,UCeVTtB1kN607CxFrFkiqjgQ,8,0,0,0,0,0.0,26.35,41.25
1k9R3GnhuSc,UC2IjY1Gm6b7pYp-vMJ2R9ig,2,0,0,0,0,0.002,6.28,59.0
1nC1fKxBAVM,UCJw9px5fOp-nwJG6g4gN1ng,7150,211,0,7,5,0.895,91.21,24.95
1pWBNwXwLGg,UCSlOhfr5f-RPRP50yRri1uA,121,0,0,0,0,0.002,19.25,11.13
1pgjKAtmvGU,UCOfo1ycUYYsMkBRS56TSo3Q,22567,218,1,4,56,0.0,89.29,21.0
1pgls49a3OQ,UCTGoaBFABIBLXcqXzCM5D3A,300,4,0,0,0,0.0,80.85,19.76
1q7cRON9DwM,UCVRU0wQxaEQdq0CKQHfifZg,230,2,0,0,1,0.097,7.05,86.0
1rpOwVJSv-I,UCkIOcyGqKTJMIIyFHJunYDA,248,2,0,0,0,0.009,50.82,12.82
1tI_Y-i46HU,UCEFB0gMdnD1NyiZaedHg2hQ,9789,53,0,9,27,4.682,22.17,235.44
1tIsWxHeCTU,UC2IjY1Gm6b7pYp-vMJ2R9ig,4,0,0,0,0,0.0,1.23,16.5
1tSqIMZqTdY,UCZem4a64VnhfA4CBw9vM2bg,93,2,0,0,0,0.105,15.27,228.42
1taiGtOZ3A8,UCJw9px5fOp-nwJG6g4gN1ng,162,0,0,0,0,0.012,77.91,23.0
1tub5Zzy5PI,UCnwjt6PgkKuZC4S1A0yTOFQ,157,0,0,0,0,0.075,5.91,80.23
1uXonWI3RG8,UCMGKZD9ggu_Pfo4dkL47cXQ,5,0,0,0,0,0.0,2.17,31.4
1vHCi04RBJo,UC8Fm-ogvMehvbgF0BJjKiuQ,2,0,0,0,0,0.0,0.24,3.0
1w6F69ksYo0,UCsbnInDepLdq6o781WVZ-5g,76,0,0,0,0,0.007,95.9,25.0
1x5pfNmKaKM,UCEFB0gMdnD1NyiZaedHg2hQ,20,0,0,0,0,0.023,3.1,47.4
1x9z_1GexO8,UCpUrAXv2lzGxM4plYB7CE-A,13874,94,0,0,7,0.55,73.34,23.0
1xQ4bLZfW5s,UCx08xHWVSQIiujaTJb8HWYg,144,2,0,0,0,0.024,2.57,39.47
1x_KHlmbsbk,UCxxl4xdZZqRSSz2VfnFBhwA,6,0,0,0,0,0.013,0.59,21.67
1xa5DhTGc4w,UCSlOhfr5f-RPRP50yRri1uA,52,0,0,0,0,0.001,22.57,7.31
1zjqzNZFIaw,UC2IjY1Gm6b7pYp-vMJ2R9ig,313,2,0,0,0,0.533,15.07,209.7
209sSNZFwh0,UCP4STX85lq_fpEtvQcq_5fw,175,1,0,0,0,0.035,31.25,65.14
20qGDoBDYvs,UCkIOcyGqKTJMIIyFHJunYDA,15122,27,0,1,7,1.13,80.78,17.05
21B9pR8C8EA,UCHONLLEtQ4f9yoqa1BWlhSg,25,0,0,0,0,0.001,4.61,5.52
21kFCaelwFM,UCl_Nqhf2SGNwv4uvbvs3upg,74,0,0,0,0,0.0,81.97,25.7
21qZRmuY6GY,UCkIOcyGqKTJMIIyFHJunYDA,35751,50,1,16,25,64.255,2.25,175.27
21w1vBAIBRg,UCeVTtB1kN607CxFrFkiqjgQ,13499,155,2,14,73,10.762,13.69,379.03
21yIkg7_a_8,UCT7ZxKrKqxBvAODr8h_ODkA,26,0,0,0,0,0.029,5.75,233.46
22FRpzgjtPo,UCkIOcyGqKTJMIIyFHJunYDA,267,1,0,0,1,0.007,61.84,20.13
23ebekubq8U,UCsbnInDepLdq6o781WVZ-5g,37,0,0,0,0,0.001,133.7,6.19
23saRqbkOao,UC2IjY1Gm6b7pYp-vMJ2R9ig,6,0,0,0,0,0.001,88.92,73.0
24K5J5ev1vA,UCSlOhfr5f-RPRP50yRri1uA,104,1,0,0,0,0.001,22.21,19.15
24m4u-seMVM,UCxxl4xdZZqRSSz2VfnFBhwA,9,0,0,0,0,0.0,4.51,63.22
25GwjhynjyQ,UCnwjt6PgkKuZC4S1A0yTOFQ,3,0,0,0,0,0.001,35.68,24.0
25ieZ-apUWc,UCxhHKduxLRNAOC_GUHPPf1Q,31,0,0,0,0,0.022,5.54,348.19
25ojhF-veyA,UCT7ZxKrKqxBvAODr8h_ODkA,196,6,0,2,0,0.103,21.75,319.16
26T-30gJIJ4,UCf3lAEw_WPtcgHMUVAunzSw,1039,0,0,0,0,0.074,1626.39,779.75
26TYB13-PIk,UCIg97fCjw1HnS8vPqwiHLGA,27,2,0,0,1,0.049,4.29,208.15
26ge6M0XQ1w,UC2IjY1Gm6b7pYp-vMJ2R9ig,5,0,0,0,0,0.001,84.1,94.0
27-oI2e7Awg,UC2jHP3YhgMucr6UlgFzRhbA,1967,0,0,0,0,0.002,98.94,7.02
2A6N_1cIq4E,UC2IjY1Gm6b7pYp-vMJ2R9ig,39,0,0,0,0,0.045,7.23,113.59
2AvujdOxJIc,UCZFs3JqsRIqtqYgo4HahDUQ,306,1,0,0,0,0.006,22.65,7.14
2DDXsRz5JVA,UC80LfoIH6FrzHTm6lXTWCKQ,6,0,0,0,0,0.0,9.36,6.5
2DepI4vUrWA,UC2IjY1Gm6b7pYp-vMJ2R9ig,5,0,0,0,0,0.0,3.46,41.0
2EKcpr4Larc,UCSlOhfr5f-RPRP50yRri1uA,1094,21,0,0,4,0.062,53.85,29.84
2FqVAKI1cVs,UCZFs3JqsRIqtqYgo4HahDUQ,31,0,0,0,0,0.0,27.97,8.26
2G5X1D1rwZA,UCxhHKduxLRNAOC_GUHPPf1Q,57,1,0,0,0,0.045,2.44,82.12
2GnM_7W2nCQ,UCeVTtB1kN607CxFrFkiqjgQ,2,0,0,0,0,0.0,0.0,0.0
2GyAdOACtyk,UC49-b-BhbYoG54YNkwmzg8w,13,0,0,0,0,0.008,3.74,56.77
2HhS1wo1VA8,UCMGKZD9ggu_Pfo4dkL47cXQ,127,2,0,0,0,0.025,61.77,21.09
2IpFKMYdzr0,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.0,0.0
2J-qhnXfPO4,UCMGKZD9ggu_Pfo4dkL47cXQ,459,6,0,3,1,0.923,12.19,141.69
2J5k_-3l7H8,UCnwjt6PgkKuZC4S1A0yTOFQ,31,0,0,0,0,0.004,60.96,62.0
2LDCWs03Pxk,UCdtOFTQ1GVPKzvOYsi1ApIw,2601,9,2,3,4,4.512,8.48,323.29
2LJj15M_KaY,UCc-V01UlW1n8eGLpATLA5gw,1400,8,0,2,3,2.612,6.6,244.71
2LufyQhq5SE,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.0,0.0
2Md5WWC2thA,UCnwjt6PgkKuZC4S1A0yTOFQ,1,0,0,0,0,0.0,0.75,9.0
2O0tbTdSxFc,UCeVTtB1kN607CxFrFkiqjgQ,2,0,0,0,0,0.0,3.03,59.0
2OQjBt5DGJQ,UC80LfoIH6FrzHTm6lXTWCKQ,36,-1,0,0,0,0.154,27.59,346.42
2Ofk6b00vqw,UCL_RZ1IidYQkVQxfimfnPSQ,147,3,0,0,0,0.004,44.11,11.52
2OnjO-mktVs,UC3o699rmxlcc6EJzt6emA-Q,3678,53,0,1,5,0.0,66.03,59.42
2PaM-AVVmMo,UCZFs3JqsRIqtqYgo4HahDUQ,302,0,0,0,0,0.005,42.71,13.53
2PfL2ijy9tw,UCSlOhfr5f-RPRP50yRri1uA,1621,21,0,0,0,0.12,60.48,28.0
2PvMxAgBbVA,UCMGKZD9ggu_Pfo4dkL47cXQ,86,1,0,0,0,0.015,87.45,14.6
2Q7xLgSilag,UC82nFsZOjs5Tr96upPPq9Ww,2358,9,1,0,3,2.681,3.9,206.67
2QJOurnBlXg,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.0,0.0,0.0
2QWbvWCJbZE,UCL_RZ1IidYQkVQxfimfnPSQ,8,0,0,0,0,0.118,26.21,512.0
2RSq2UF7Igk,UCSlOhfr5f-RPRP50yRri1uA,983,4,0,0,2,2.022,5.5,93.21
2RrpyTAwGCE,UCxfDVRNK6SoN59v_t3ZJ33A,6,0,0,0,0,0.005,14.78,123.5
2SgwDu0zbAw,UCsbnInDepLdq6o781WVZ-5g,13,0,0,0,0,0.002,79.15,42.92
2SqU7O_GUmY,UCl_Nqhf2SGNwv4uvbvs3upg,279,3,0,2,2,0.707,6.01,380.7
2TxGroBv7n0,UC80LfoIH6FrzHTm6lXTWCKQ,0,0,0,0,0,0.0,0.0,0.0
2UjhSD2lTW4,UCLQ4NoTptaCDG4nUvDLtUoQ,3,0,0,0,0,0.0,0.0,0.0
2V-HtfTbGEU,UCsbnInDepLdq6o781WVZ-5g,15,0,0,0,0,0.002,93.1,23.0
2VMW0Y0rUbY,UCnwjt6PgkKuZC4S1A0yTOFQ,22,0,0,0,0,0.022,10.7,180.0
2VwFP5yZY1A,UC3o699rmxlcc6EJzt6emA-Q,314,4,0,0,0,0.0,30.69,27.68
2X7nsw-toO8,UCHONLLEtQ4f9yoqa1BWlhSg,1,0,0,0,0,0.0,0.0,0.0
2XgEbNydueI,UCTGoaBFABIBLXcqXzCM5D3A,77,2,0,0,0,0.0,2.9,111.42
2Y-3oi9Da-w,UCxxl4xdZZqRSSz2VfnFBhwA,3,0,0,0,0,0.001,15.72,16.67
2YJOrX7Jxxg,UCTqUiADoXl9Cq74vCP4FJCQ,25,0,0,0,0,0.0,0.98,68.64
2Yn7tt59rzg,UCxhHKduxLRNAOC_GUHPPf1Q,105,0,0,0,0,0.105,7.94,179.04
2ZMfE6dRKzk,UCP4STX85lq_fpEtvQcq_5fw,290,1,0,0,0,0.097,33.13,105.93
2_0_LXuTRrE,UC3o699rmxlcc6EJzt6emA-Q,47,0,0,0,0,0.0,36.64,9.0
2_SSzG64LAs,UC2IjY1Gm6b7pYp-vMJ2R9ig,253,4,0,0,0,0.402,12.33,217.92
2bqu84xs4-4,UCZFs3JqsRIqtqYgo4HahDUQ,1907,4,0,0,4,0.026,66.07,21.02
2coErxjFPF0,UCk2O5vfW3c_W5YWQ_BoD1Ug,82,0,0,0,0,0.005,50.25,23.0
2dv4AH7ffRw,UC0GVHmLgrxE2SS8F0C19JVg,47,0,0,0,1,0.008,132.78,19.36
2e0V4E_6NR4,UCT7ZxKrKqxBvAODr8h_ODkA,1,0,0,0,0,0.0,0.0,0.0
2fjrmfZqxPg,UCxfDVRNK6SoN59v_t3ZJ33A,25,1,0,0,0,0.003,70.45,88.16
2g2PFKAVS80,UCpUrAXv2lzGxM4plYB7CE-A,545,1,0,0,1,0.276,0.6,29.67
2gExrPCK31Q,UCnwjt6PgkKuZC4S1A0yTOFQ,117404,1306,0,329,811,62.771,16.69,326.82
2glXC5MAJEI,UC80LfoIH6FrzHTm6lXTWCKQ,60,1,0,2,0,0.129,13.51,164.8
2h2TNLeWK14,UCl_Nqhf2SGNwv4uvbvs3upg,17,0,0,0,0,0.015,8.18,463.88
2i7k9OBw6XU,UCIg97fCjw1HnS8vPqwiHLGA,1110,1,0,0,0,2.188,0.98,42.91
2iySrrsP4Xw,UC2jHP3YhgMucr6UlgFzRhbA,998,6,0,0,0,0.077,57.86,17.02
2jbfRMDM-WQ,UCZem4a64VnhfA4CBw9vM2bg,57,0,0,0,0,0.003,80.21,21.0
2jd6JVES0k0,UCSlOhfr5f-RPRP50yRri1uA,265,4,0,0,0,0.018,24.39,12.0
2jxVw_sV7EE,UCHONLLEtQ4f9yoqa1BWlhSg,10,0,0,0,0,0.005,6.2,91.0
2kD_TwkHAeQ,UCl_Nqhf2SGNwv4uvbvs3upg,6177,19,2,9,10,9.611,3.28,202.81
2l1U-yNvRO0,UC77WdDKy6cbCxZkC46eaudA,6,0,0,0,0,0.009,4.51,43.33
2lqG32_7SCw,UCf3lAEw_WPtcgHMUVAunzSw,1,0,0,0,0,0.0,15.22,7.0
2lw0l3FxEtk,UCm3RYOItKT_P0-oRCkkSMZw,29,1,0,0,0,0.001,66.22,10.41
2lwNP21UTJ8,UCSlOhfr5f-RPRP50yRri1uA,407,1,0,0,0,0.009,33.09,14.67
2mE9yHvVEHk,UCkIOcyGqKTJMIIyFHJunYDA,4505,13,0,1,2,0.21,67.62,20.47
2mgGWtBW9L8,UCT7ZxKrKqxBvAODr8h_ODkA,6,0,0,0,0,0.001,38.08,948.33
2moqJlQ0YE8,UCLQ4NoTptaCDG4nUvDLtUoQ,827,0,0,0,1,0.731,1.25,92.71
2oi17BLVlGI,UC2IjY1Gm6b7pYp-vMJ2R9ig,8,0,0,0,0,0.003,7.34,94.0
2phLSfcN5Mw,UCxfDVRNK6SoN59v_t3ZJ33A,2,0,0,0,0,0.0,0.0,0.0
2r--pKozFj0,UC8Fm-ogvMehvbgF0BJjKiuQ,4,0,0,0,0,0.002,0.43,7.0
2rRT2qiPmf0,UCnwjt6PgkKuZC4S1A0yTOFQ,148,0,0,0,0,0.0,103.98,66.0
2rxw5M04SIo,UCSlOhfr5f-RPRP50yRri1uA,133,2,0,0,0,0.006,32.05,12.78
2s-rVqk_Qvs,UCZFs3JqsRIqtqYgo4HahDUQ,16084,27,2,7,9,29.479,1.99,146.57
2sIjkIHtIVU,UCZFs3JqsRIqtqYgo4HahDUQ,1045,7,0,0,0,0.072,68.19,21.57
2so4B_YdYUQ,UCsbnInDepLdq6o781WVZ-5g,23,0,0,0,0,0.005,3.63,109.3
2tLAF_hIgrk,UCnwjt6PgkKuZC4S1A0yTOFQ,6,0,0,0,0,0.0,6.51,175.0
2tcndPINY_o,UCIg97fCjw1HnS8vPqwiHLGA,490,1,0,0,0,0.0,59.26,8.07
2vExLQo62QQ,UCLQ4NoTptaCDG4nUvDLtUoQ,2,0,0,0,0,0.0,0.0,0.0
2vT0T_0-JHg,UCT7ZxKrKqxBvAODr8h_ODkA,1,0,0,0,0,0.0,0.84,13.0
2vasqCDhgb4,UCk2O5vfW3c_W5YWQ_BoD1Ug,159,1,0,0,0,0.007,32.95,18.21
2wSjvmOuSX4,UCf3lAEw_WPtcgHMUVAunzSw,18426865,51758,2273,20607,11846,60622.793,2.11,170.96
2wZTUMHqv4s,UCZFs3JqsRIqtqYgo4HahDUQ,3183,17,0,0,3,0.136,59.66,17.57
2zJZEdW5iDk,UC80LfoIH6FrzHTm6lXTWCKQ,0,0,0,0,0,0.001,0.0,0.0
3-4wQ3KbY9Y,UC2IjY1Gm6b7pYp-vMJ2R9ig,4,0,0,0,0,0.001,73.74,39.0
3-HiwtmJRHA,UCHONLLEtQ4f9yoqa1BWlhSg,3,0,0,0,0,0.0,0.0,0.0
3-IDdNijHT8,UCm3RYOItKT_P0-oRCkkSMZw,29,0,0,0,0,0.001,40.37,6.83
30Q_-xu6Qt8,UCdtOFTQ1GVPKzvOYsi1ApIw,17,0,0,0,0,0.002,1.04,54.47
30wvroFxT2I,UCqbTAXnwXspcNb7l3UqrOHQ,159,-1,0,0,2,0.0,40.07,279.36
310n4EyrrG8,UCnwjt6PgkKuZC4S1A0yTOFQ,148,0,0,0,0,0.074,41.6,51.0
31Zu0YhwtAs,UCxfDVRNK6SoN59v_t3ZJ33A,4,0,0,0,0,0.0,10.59,18.75
33DO_Ovw2ek,UCsbnInDepLdq6o781WVZ-5g,8,0,0,0,0,0.002,58.13,44.12
33I9VmpBCqM,UCf3lAEw_WPtcgHMUVAunzSw,741,0,0,0,0,0.148,33.37,19.97
33dGAW3HN8E,UCxxl4xdZZqRSSz2VfnFBhwA,7,0,0,0,0,0.006,1.42,12.86
347eTgKki5I,UCJw9px5fOp-nwJG6g4gN1ng,3097,22,0,0,1,0.128,67.36,19.89
34Lwurcph3o,UCeVTtB1kN607CxFrFkiqjgQ,161,1,0,0,2,0.168,12.1,273.52
34QngV3ixuo,UCTqUiADoXl9Cq74vCP4FJCQ,2296,14,0,0,5,0.0,28.58,17.77
35FZRfV_VR8,UC77WdDKy6cbCxZkC46eaudA,667,3,0,0,0,0.278,7.66,131.56
35fjtZ34WC4,UCAkSxwl8Lbk2hBXAAfsEFTA,5,0,0,0,0,0.004,45.69,190.4
38ND8QHnOgQ,UCnwjt6PgkKuZC4S1A0yTOFQ,49,0,0,0,0,0.009,129.36,46.0
38g-e289FTA,UCxxl4xdZZqRSSz2VfnFBhwA,21,-1,0,0,0,0.007,5.43,64.71
38hDmcGMt7Q,UCc-V01UlW1n8eGLpATLA5gw,9,0,0,0,0,0.0,61.37,43.67
38vDiT1k1Iw,UC49-b-BhbYoG54YNkwmzg8w,2,0,0,0,0,0.0,1.83,21.0
39PXIUXcDlA,UC77WdDKy6cbCxZkC46eaudA,8,0,0,0,0,0.007,1.7,26.62
3AO7z_uG5iI,UC2IjY1Gm6b7pYp-vMJ2R9ig,4,-1,0,0,0,0.004,0.59,5.5
3AZM3dqtAyo,UCHONLLEtQ4f9yoqa1BWlhSg,1,0,0,0,0,0.0,0.0,0.0
3AkkqIDB95U,UCSlOhfr5f-RPRP50yRri1uA,249,2,0,0,0,0.006,31.56,9.27
3B9L4oR5SVg,UCpUrAXv2lzGxM4plYB7CE-A,145,1,0,1,0,0.007,49.96,18.0
3EafNLY9gXk,UCm3RYOItKT_P0-oRCkkSMZw,3,0,0,0,0,0.004,16.33,54.33
3Fj91LcY--c,UCeVTtB1kN607CxFrFkiqjgQ,21,2,0,0,0,0.003,41.37,24.71
3GL-PTGhFD8,UCJw9px5fOp-nwJG6g4gN1ng,5344,22,1,0,0,0.116,60.63,17.37
3HLxgVobulQ,UCHONLLEtQ4f9yoqa1BWlhSg,3,0,0,0,0,0.001,0.8,12.33
3IGJ66D01qo,UC82nFsZOjs5Tr96upPPq9Ww,100,0,0,0,0,0.02,0.23,12.0
3IN6Nud8JuQ,UC2IjY1Gm6b7pYp-vMJ2R9ig,1,0,0,0,0,0.0,0.0,0.0
3KT1UorAma8,UCxhHKduxLRNAOC_GUHPPf1Q,1,0,0,0,0,0.0,0.0,0.0
3LEQ8pMX6uQ,UC8gDq5ENmiVuJZIVsiZbQ8g,9167,12,2,2,5,6.067,0.89,65.0
3M2aE0KI4T4,UCp013Ih_EWf3SXO8F4ftIwQ,62,1,0,0,0,0.0,0.9,43.23
3NGNOOzZhlQ,UCSlOhfr5f-RPRP50yRri1uA,151,2,0,0,0,0.013,44.45,13.21
3Nvw_QHuTvo,UCxfDVRNK6SoN59v_t3ZJ33A,70,0,0,0,0,0.135,18.38,257.89
3Ol1NRh20OY,UCLQ4NoTptaCDG4nUvDLtUoQ,413,5,0,0,1,0.043,48.59,21.07
3PCcgNvvmUI,UCk2O5vfW3c_W5YWQ_BoD1Ug,4670,45,0,0,1,0.421,60.93,34.78
3Pn6MGiQf-M,UC80LfoIH6FrzHTm6lXTWCKQ,11,0,0,0,0,0.001,33.42,32.36
3Q0xQowAv34,UCAkSxwl8Lbk2hBXAAfsEFTA,6,0,0,0,0,0.0,1.17,83.0
3QxrnLkecp8,UC80LfoIH6FrzHTm6lXTWCKQ,188,2,0,0,0,0.03,60.21,37.47
3RB-27ybci0,UCAkSxwl8Lbk2hBXAAfsEFTA,7,0,0,0,0,0.001,2.71,28.57
3RCaUYoxE90,UCTGoaBFABIBLXcqXzCM5D3A,361,3,0,0,3,0.0,44.01,14.0
3RIvGRm1PEM,UC8gDq5ENmiVuJZIVsiZbQ8g,327,1,0,0,2,0.252,9.69,149.79
3RPMj1WvYIo,UCk2O5vfW3c_W5YWQ_BoD1Ug,308,4,0,0,2,0.014,51.54,35.79
3SmsVf6voOE,UCEFB0gMdnD1NyiZaedHg2hQ,160,1,0,0,0,0.34,12.85,71.54
3T7IxzlMExc,UCmhHN34V-dphAOk3RXxjb0g,146,0,0,1,1,0.066,14.13,542.5
3XR-WDbdvpc,UCZem4a64VnhfA4CBw9vM2bg,1169,26,0,0,1,0.169,58.3,44.68
3ZZzd0lkpBU,UCk2O5vfW3c_W5YWQ_BoD1Ug,3,0,0,0,0,0.001,0.55,7.0
3ZoMmAQ3sbo,UC2IjY1Gm6b7pYp-vMJ2R9ig,47,0,0,0,0,0.052,15.33,183.09
3_XoZGlwmNs,UC2IjY1Gm6b7pYp-vMJ2R9ig,1,0,0,0,0,0.0,3.2,11.0
3_kabHtlREE,UCkIOcyGqKTJMIIyFHJunYDA,2525,10,0,0,1,0.123,57.31,17.0
3alEBOFDvFY,UCf3lAEw_WPtcgHMUVAunzSw,46068,163,0,0,324,78.97,2.67,189.09
3ar-RW1a1S0,UCk2O5vfW3c_W5YWQ_BoD1Ug,1075,13,0,1,4,0.054,55.76,27.0
3cNYj9JifZQ,UC80LfoIH6FrzHTm6lXTWCKQ,1,0,0,0,0,0.004,14.63,88.0
3e8fJCR80vw,UCxxl4xdZZqRSSz2VfnFBhwA,4,0,0,0,0,0.001,69.16,113.75
3elZeKkuFcA,UCIg97fCjw1HnS8vPqwiHLGA,33,0,0,0,0,0.008,4.0,152.82
3gGAKgTXwS0,UC2IjY1Gm6b7pYp-vMJ2R9ig,5,0,0,0,0,0.001,70.15,39.0
3gUXH0X_jH0,UC3o699rmxlcc6EJzt6emA-Q,85,0,0,0,0,0.0,62.73,13.45
3gWU_EjVqmk,UCZem4a64VnhfA4CBw9vM2bg,147,3,0,0,0,0.234,10.55,179.06
3hDDdMke84k,UCpUrAXv2lzGxM4plYB7CE-A,3889,34,0,0,3,0.2,67.08,22.26
3hLdM0qqL9o,UCc-V01UlW1n8eGLpATLA5gw,7,0,0,0,0,0.0,7.98,112.29
3hsDQsfF4mQ,UCSlOhfr5f-RPRP50yRri1uA,63,3,0,0,0,0.003,56.7,40.0
3iV2OFUauuQ,UCnwjt6PgkKuZC4S1A0yTOFQ,1,0,0,0,0,0.0,0.0,0.0
3jx3U1PLXd8,UC0GVHmLgrxE2SS8F0C19JVg,376,3,0,0,0,0.042,70.96,20.49
3kVcB1Y-o7s,UCEFB0gMdnD1NyiZaedHg2hQ,1049,17,0,1,0,0.121,94.1,18.54
3ku2dTlirLQ,UCsbnInDepLdq6o781WVZ-5g,3,0,0,0,0,0.0,1.77,28.67
3lRme9__gNM,UC49-b-BhbYoG54YNkwmzg8w,3,0,0,0,0,0.001,8.47,10.0
3pZ9hfEGgeQ,UC82nFsZOjs5Tr96upPPq9Ww,6494,54,1,9,19,11.629,10.2,405.1
3qyjFVWA0NA,UCnwjt6PgkKuZC4S1A0yTOFQ,299,0,0,0,0,0.0,9.76,135.71
3r7XR5iyztk,UCJw9px5fOp-nwJG6g4gN1ng,2099,9,0,0,1,2.31,1.59,140.29
3rLUET57nZE,UCctSzoeee7KCnR84dZ6IO7w,10,0,0,0,0,0.005,11.76,227.0
3ruGIZmjiEw,UCTqUiADoXl9Cq74vCP4FJCQ,852,7,0,0,2,0.0,37.16,32.01
3spictgXzSY,UC2IjY1Gm6b7pYp-vMJ2R9ig,6,0,0,0,0,0.007,2.38,27.0
3t5JqZOa4S4,UCP4STX85lq_fpEtvQcq_5fw,22,2,0,0,0,0.002,17.85,55.27
3tsoKuu9S7c,UC0GVHmLgrxE2SS8F0C19JVg,53,0,0,0,0,0.207,18.09,233.92
3uIjRfebvCo,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.001,1.15,15.0
3uWaIhEVwUQ,UC01rTYtA_UsuZ5wzxnyHFcg,269,-1,0,0,0,0.328,10.09,208.71
3u_i74sBEbI,UC2IjY1Gm6b7pYp-vMJ2R9ig,61,0,0,0,0,0.127,13.32,198.87
3v8XhZ0Zt3Q,UCTqUiADoXl9Cq74vCP4FJCQ,8,0,0,0,0,0.0,55.22,18.75
3veuBIswMgg,UCxxl4xdZZqRSSz2VfnFBhwA,6,1,0,0,0,0.001,66.5,56.0
3wYIAfWngf0,UCL_RZ1IidYQkVQxfimfnPSQ,6,0,0,0,0,0.0,0.24,4.17
3xxZZc1_UnQ,UC77WdDKy6cbCxZkC46eaudA,292,1,0,0,1,0.482,14.53,90.08
3zGSyo2EmHM,UCf3lAEw_WPtcgHMUVAunzSw,313575,-156,0,162,5,67.572,11.58,206.85
3zb4oEqqcKk,UCxhHKduxLRNAOC_GUHPPf1Q,95,0,0,0,0,0.251,7.09,306.81
3zpGyTdbySQ,UCSlOhfr5f-RPRP50yRri1uA,94,0,0,0,0,0.003,29.21,26.22
4-xAL_KTKC4,UCxfDVRNK6SoN59v_t3ZJ33A,2,0,0,0,0,0.0,0.0,0.0
40aIfZosxgk,UCm3RYOItKT_P0-oRCkkSMZw,490,0,0,0,1,0.323,9.01,152.11
41WuINsem-o,UCT7ZxKrKqxBvAODr8h_ODkA,70,1,0,0,0,0.053,15.32,139.57
42Bb6EGWKZw,UCxfDVRNK6SoN59v_t3ZJ33A,139,4,0,0,1,0.103,26.24,135.09
42UyKfddSYQ,UC8Fm-ogvMehvbgF0BJjKiuQ,2,0,0,0,0,0.0,40.74,11.0
43FGAr9LC88,UCZem4a64VnhfA4CBw9vM2bg,354,3,0,0,0,0.056,70.02,22.72
43R6_SnmVNY,UC0GVHmLgrxE2SS8F0C19JVg,53,1,0,0,0,0.269,15.06,255.62
43WbGZkxn1g,UChhBhc7qJ42rgzAIPe9z6Cg,1,0,0,0,0,0.0,6.38,47.0
43XjyJfHvGY,UC77WdDKy6cbCxZkC46eaudA,2,0,0,0,0,0.0,2.54,34.5
43vnN80UiX0,UCdtOFTQ1GVPKzvOYsi1ApIw,2,0,0,0,0,0.0,0.0,0.0
44ANADqPrWo,UCpUrAXv2lzGxM4plYB7CE-A,46,0,0,0,0,0.001,49.01,15.17
47NtZBdJwdI,UCl_Nqhf2SGNwv4uvbvs3upg,162,2,0,0,0,0.013,108.39,35.35
47W5Tx2HafE,UC2IjY1Gm6b7pYp-vMJ2R9ig,5,0,0,0,0,0.001,6.19,96.2
48_WYmxgZuw,UC77WdDKy6cbCxZkC46eaudA,78,1,0,2,0,0.008,6.49,58.69
48zD76noh6g,UCbnCFV5_c-nGiEQN1anEO5A,19,0,0,0,0,0.0,1.64,26.74
492DDaqJ0bo,UCf3lAEw_WPtcgHMUVAunzSw,77,0,0,0,0,0.0,9.38,11.06
49BuSPr0cMU,UCdtOFTQ1GVPKzvOYsi1ApIw,4,0,0,0,0,0.001,43.76,28.5
49OSgQzJU_E,UCnwjt6PgkKuZC4S1A0yTOFQ,0,0,0,0,0,0.0,0.0,0.0
4A8g3SqCAzw,UCm3RYOItKT_P0-oRCkkSMZw,1,0,0,0,0,0.0,2.62,48.0
4AQVxs_NsD0,UCm3RYOItKT_P0-oRCkkSMZw,22,0,0,0,0,0.003,60.18,8.82
4BEJVT66GAE,UC0GVHmLgrxE2SS8F0C19JVg,534,2,1,0,0,1.95,20.92,288.94
4CN-8N_JwMs,UCnwjt6PgkKuZC4S1A0yTOFQ,5,0,0,0,0,0.0,1.69,30.0
4ChChwc2UQ4,UC0GVHmLgrxE2SS8F0C19JVg,3687,27,2,4,9,6.724,18.0,331.27
4DTJaR_GLnw,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.06,2.0
4Dj3QudGWeo,UC3o699rmxlcc6EJzt6emA-Q,211,6,0,0,0,0.0,35.66,22.0
4DpjdtaSOos,UCVRU0wQxaEQdq0CKQHfifZg,361,4,0,3,0,0.373,7.66,300.21
4ENUwWqMrDU,UC2IjY1Gm6b7pYp-vMJ2R9ig,3,0,0,0,0,0.001,30.97,16.0
4EwxGE0f6s0,UCAkSxwl8Lbk2hBXAAfsEFTA,2,0,0,0,0,0.001,3.27,73.0
4EyOwNy6jqA,UCnwjt6PgkKuZC4S1A0yTOFQ,2,0,0,0,0,0.0,2.14,30.0
