date,channel_id,views,likes,comments,shares,subscribers_gained,estimated_revenue,avg_view_pct,avg_view_duration
2026-07-08,UC0GVHmLgrxE2SS8F0C19JVg,407,5,0,0,1,0.383,36.4,161.9
2026-07-08,UC2IjY1Gm6b7pYp-vMJ2R9ig,2,0,0,0,0,0.0,10.73,37.0
2026-07-08,UC77WdDKy6cbCxZkC46eaudA,28114,423,37,106,72,38.181,17.68,132.83
2026-07-08,UC8Fm-ogvMehvbgF0BJjKiuQ,14273,-130,0,0,0,2.537,428.8,573.46
2026-07-08,UC8gDq5ENmiVuJZIVsiZbQ8g,3066,48,3,0,15,0.0,50.27,37.26
2026-07-08,UCAkSxwl8Lbk2hBXAAfsEFTA,4580305,30520,784,3532,11336,10083.602,16.58,180.22
2026-07-08,UCHONLLEtQ4f9yoqa1BWlhSg,16,0,0,0,5,0.018,7.27,32.06
2026-07-08,UCIg97fCjw1HnS8vPqwiHLGA,151,0,0,0,0,0.003,80.23,15.0
2026-07-08,UCL_RZ1IidYQkVQxfimfnPSQ,398745,1029,0,49,337,35.295,91.4,24.19
2026-07-08,UCMGKZD9ggu_Pfo4dkL47cXQ,3921323,21030,260,2601,10155,5766.473,18.94,165.0
2026-07-08,UCSlOhfr5f-RPRP50yRri1uA,2,0,0,0,0,0.0,10.22,11.5
2026-07-08,UCZem4a64VnhfA4CBw9vM2bg,9710,155,2,7,13,13.996,51.88,142.89
2026-07-08,UCbnCFV5_c-nGiEQN1anEO5A,9,0,0,0,0,0.003,3.05,25.0
2026-07-08,UCc-V01UlW1n8eGLpATLA5gw,25791,234,4,2,51,0.0,48.39,104.79
2026-07-08,UCctSzoeee7KCnR84dZ6IO7w,1683,14,0,0,4,2.513,13.35,214.49
2026-07-08,UCk2O5vfW3c_W5YWQ_BoD1Ug,2445,48,0,5,4,0.245,53.56,81.0
2026-07-08,UCsbnInDepLdq6o781WVZ-5g,202,1,0,0,0,0.083,10.17,165.0
2026-07-08,UCvfQU0Npb-ve-LxUlaAN1GA,12044,309,6,2,41,0.0,51.74,66.67
2026-07-08,UCxfDVRNK6SoN59v_t3ZJ33A,0,0,0,0,0,0.0,0.0,0.0
2026-07-09,UC01rTYtA_UsuZ5wzxnyHFcg,574,5,0,0,1,0.0,19.75,200.0
2026-07-09,UC0GVHmLgrxE2SS8F0C19JVg,61,0,0,0,0,0.009,125.43,7.0
2026-07-09,UC2IjY1Gm6b7pYp-vMJ2R9ig,1633,7,0,4,4,0.57,10.67,158.49
2026-07-09,UC3WZLJlwYaCEurdUywF8ibg,12161,68,1,12,50,0.0,17.98,275.21
2026-07-09,UC77WdDKy6cbCxZkC46eaudA,2634,0,0,0,0,2.197,4.66,54.93
2026-07-09,UC8Fm-ogvMehvbgF0BJjKiuQ,636080,11936,0,544,2707,526.696,38.65,132.34
2026-07-09,UC8gDq5ENmiVuJZIVsiZbQ8g,95,1,0,1,0,0.0,142.24,106.14
2026-07-09,UCAkSxwl8Lbk2hBXAAfsEFTA,322760,1405,116,21,1294,469.634,14.22,244.86
2026-07-09,UCHONLLEtQ4f9yoqa1BWlhSg,27329,301,7,13,58,7.345,64.68,84.06
2026-07-09,UCIg97fCjw1HnS8vPqwiHLGA,3,0,0,0,0,0.001,42.17,7.0
2026-07-09,UCL_RZ1IidYQkVQxfimfnPSQ,89266,320,4,16,161,9.612,82.86,34.14
2026-07-09,UCMGKZD9ggu_Pfo4dkL47cXQ,3673122,22725,1191,2233,9484,5462.567,18.63,168.24
2026-07-09,UCP4STX85lq_fpEtvQcq_5fw,34915,159,6,20,117,20.48,17.26,190.67
2026-07-09,UCSlOhfr5f-RPRP50yRri1uA,18417,179,5,7,21,4.068,56.35,75.82
2026-07-09,UCZem4a64VnhfA4CBw9vM2bg,2057130,52668,456,2508,5244,266.988,72.81,26.0
2026-07-09,UCc-V01UlW1n8eGLpATLA5gw,16449,143,2,11,37,0.0,43.55,126.23
2026-07-09,UCctSzoeee7KCnR84dZ6IO7w,155,2,0,1,1,0.214,13.44,246.23
2026-07-09,UCdtOFTQ1GVPKzvOYsi1ApIw,28007,471,9,33,87,24.613,37.34,194.17
2026-07-09,UCf3lAEw_WPtcgHMUVAunzSw,1710,13,0,0,1,0.202,60.65,46.52
2026-07-09,UChhBhc7qJ42rgzAIPe9z6Cg,3684,50,0,20,27,1.378,13.24,162.26
2026-07-09,UCk2O5vfW3c_W5YWQ_BoD1Ug,84,1,2,0,1,0.112,19.58,292.0
2026-07-09,UCsbnInDepLdq6o781WVZ-5g,32,0,0,0,0,0.002,32.94,17.59
2026-07-09,UCvfQU0Npb-ve-LxUlaAN1GA,20464,517,12,12,91,0.0,60.9,97.6
2026-07-09,UCxfDVRNK6SoN59v_t3ZJ33A,213,2,0,0,0,0.031,48.73,36.77
2026-07-09,UCxxl4xdZZqRSSz2VfnFBhwA,3,0,0,0,0,0.0,4.57,3.33
2026-07-10,UC0GVHmLgrxE2SS8F0C19JVg,132,1,0,0,0,0.356,12.44,170.0
2026-07-10,UC2IjY1Gm6b7pYp-vMJ2R9ig,127902,566,15,82,356,70.125,13.56,161.36
2026-07-10,UC3WZLJlwYaCEurdUywF8ibg,21751,155,10,21,99,0.0,17.29,253.63
2026-07-10,UC49-b-BhbYoG54YNkwmzg8w,1927,16,0,2,9,0.0,13.36,180.1
2026-07-10,UC77WdDKy6cbCxZkC46eaudA,225802,2031,0,567,473,213.298,15.92,138.26
2026-07-10,UC80LfoIH6FrzHTm6lXTWCKQ,9,0,0,0,0,0.015,5.94,66.0
2026-07-10,UC82nFsZOjs5Tr96upPPq9Ww,137,1,0,0,0,0.24,14.26,287.0
2026-07-10,UC8Fm-ogvMehvbgF0BJjKiuQ,13848,69,1,0,15,17.659,23.6,170.92
2026-07-10,UC8gDq5ENmiVuJZIVsiZbQ8g,175,9,0,0,3,0.0,50.58,39.91
2026-07-10,UCAkSxwl8Lbk2hBXAAfsEFTA,2853,14,0,5,10,3.069,12.21,172.28
2026-07-10,UCEFB0gMdnD1NyiZaedHg2hQ,6,0,0,0,0,0.001,2.87,3.0
2026-07-10,UCHONLLEtQ4f9yoqa1BWlhSg,26768,311,2,21,18,6.81,65.23,80.45
2026-07-10,UCIg97fCjw1HnS8vPqwiHLGA,7706,59,3,5,33,6.921,23.64,243.44
2026-07-10,UCL_RZ1IidYQkVQxfimfnPSQ,108994,439,14,16,164,13.91,91.15,29.64
2026-07-10,UCMGKZD9ggu_Pfo4dkL47cXQ,1818,14,2,0,3,1.119,29.94,145.51
2026-07-10,UCP4STX85lq_fpEtvQcq_5fw,33612,195,0,61,85,23.181,16.76,206.43
2026-07-10,UCSlOhfr5f-RPRP50yRri1uA,5470,12,0,0,2,1.31,88.01,57.79
2026-07-10,UCT7ZxKrKqxBvAODr8h_ODkA,15,0,0,0,0,0.0,73.66,24.4
2026-07-10,UCZem4a64VnhfA4CBw9vM2bg,291016,6026,40,130,288,67.303,71.18,43.98
2026-07-10,UCbnCFV5_c-nGiEQN1anEO5A,10,0,0,0,0,0.016,6.34,101.4
2026-07-10,UCc-V01UlW1n8eGLpATLA5gw,21,13,0,0,0,0.0,90.01,53.05
2026-07-10,UCctSzoeee7KCnR84dZ6IO7w,30,1,0,0,1,0.059,10.47,178.0
2026-07-10,UCdtOFTQ1GVPKzvOYsi1ApIw,1,0,0,0,0,0.0,70.63,113.0
2026-07-10,UCeVTtB1kN607CxFrFkiqjgQ,11,0,0,0,0,0.0,67.95,57.0
2026-07-10,UCf3lAEw_WPtcgHMUVAunzSw,16953,292,2,4,81,2.902,60.41,56.92
2026-07-10,UChhBhc7qJ42rgzAIPe9z6Cg,4317,49,2,11,31,1.71,12.79,157.44
2026-07-10,UCk2O5vfW3c_W5YWQ_BoD1Ug,6516,29,1,5,21,3.054,25.51,406.0
2026-07-10,UCm3RYOItKT_P0-oRCkkSMZw,391,-1,0,0,0,0.253,20.36,76.84
2026-07-10,UCnwjt6PgkKuZC4S1A0yTOFQ,44807,537,3,48,145,36.444,27.84,237.28
2026-07-10,UCsbnInDepLdq6o781WVZ-5g,2641,46,0,0,5,0.336,84.7,26.24
2026-07-10,UCvfQU0Npb-ve-LxUlaAN1GA,22570,413,9,16,47,0.0,55.8,89.12
2026-07-10,UCxfDVRNK6SoN59v_t3ZJ33A,5,0,0,0,0,0.0,6.74,7.0
2026-07-10,UCxhHKduxLRNAOC_GUHPPf1Q,46766,594,6,26,161,0.0,33.92,123.24
2026-07-10,UCxxl4xdZZqRSSz2VfnFBhwA,10,0,0,0,0,0.002,39.46,18.5
2026-07-11,UC01rTYtA_UsuZ5wzxnyHFcg,1065558,11970,114,1482,5928,0.0,16.66,262.53
2026-07-11,UC0GVHmLgrxE2SS8F0C19JVg,51,2,0,0,0,0.008,73.02,40.0
2026-07-11,UC2IjY1Gm6b7pYp-vMJ2R9ig,41654,189,2,14,127,17.354,13.51,139.2
2026-07-11,UC3WZLJlwYaCEurdUywF8ibg,13585,78,9,29,49,0.0,16.46,252.36
2026-07-11,UC49-b-BhbYoG54YNkwmzg8w,2189,18,0,2,11,0.0,14.96,181.25
2026-07-11,UC77WdDKy6cbCxZkC46eaudA,49248,38,6,48,149,28.678,12.33,171.77
2026-07-11,UC80LfoIH6FrzHTm6lXTWCKQ,46382,664,10,30,147,38.248,28.39,127.6
2026-07-11,UC82nFsZOjs5Tr96upPPq9Ww,34825,311,5,26,99,40.89,17.79,251.87
2026-07-11,UC8Fm-ogvMehvbgF0BJjKiuQ,3243,35,3,1,11,3.123,31.62,141.52
2026-07-11,UC8gDq5ENmiVuJZIVsiZbQ8g,56,2,0,0,0,0.0,149.94,82.14
2026-07-11,UCAkSxwl8Lbk2hBXAAfsEFTA,19532,156,3,20,54,32.289,15.64,207.14
2026-07-11,UCEFB0gMdnD1NyiZaedHg2hQ,42584,374,2,21,129,34.841,21.03,148.0
2026-07-11,UCHONLLEtQ4f9yoqa1BWlhSg,9216,148,0,2,11,2.564,63.88,79.79
2026-07-11,UCIg97fCjw1HnS8vPqwiHLGA,6901,57,1,2,34,4.873,20.36,231.48
2026-07-11,UCL_RZ1IidYQkVQxfimfnPSQ,103316,265,2,12,89,7.802,88.79,22.52
2026-07-11,UCMGKZD9ggu_Pfo4dkL47cXQ,169625,1125,15,130,403,158.697,18.95,165.54
2026-07-11,UCP4STX85lq_fpEtvQcq_5fw,15080,94,0,6,46,12.903,17.66,198.77
2026-07-11,UCSlOhfr5f-RPRP50yRri1uA,11630,134,0,9,35,4.145,43.99,82.32
2026-07-11,UCT7ZxKrKqxBvAODr8h_ODkA,25170,248,0,44,100,0.0,12.78,206.57
2026-07-11,UCZem4a64VnhfA4CBw9vM2bg,157505,2546,18,110,154,69.801,65.22,63.24
2026-07-11,UCbnCFV5_c-nGiEQN1anEO5A,1335,7,0,0,2,0.882,3.72,65.65
2026-07-11,UCc-V01UlW1n8eGLpATLA5gw,12667,148,2,7,55,0.0,36.68,144.4
2026-07-11,UCctSzoeee7KCnR84dZ6IO7w,36146,348,11,32,117,52.911,15.11,249.32
2026-07-11,UCdtOFTQ1GVPKzvOYsi1ApIw,12271,135,1,12,42,12.855,27.21,212.55
2026-07-11,UCeVTtB1kN607CxFrFkiqjgQ,24667,173,5,20,82,0.0,15.9,197.38
2026-07-11,UCf3lAEw_WPtcgHMUVAunzSw,5325,84,1,2,26,1.019,54.31,61.84
2026-07-11,UChhBhc7qJ42rgzAIPe9z6Cg,2361,22,0,10,10,0.824,13.63,156.35
2026-07-11,UCk2O5vfW3c_W5YWQ_BoD1Ug,345281,4005,19,162,617,50.402,51.86,69.79
2026-07-11,UCm3RYOItKT_P0-oRCkkSMZw,55134,406,2,41,171,38.068,18.62,162.4
2026-07-11,UCnwjt6PgkKuZC4S1A0yTOFQ,44679,535,8,62,157,41.611,25.26,250.97
2026-07-11,UCsbnInDepLdq6o781WVZ-5g,34461,283,3,46,101,13.855,27.83,139.61
2026-07-11,UCvfQU0Npb-ve-LxUlaAN1GA,11557,209,2,12,40,0.0,51.07,87.03
2026-07-11,UCx08xHWVSQIiujaTJb8HWYg,2,0,0,0,0,0.0,8.66,5.0
2026-07-11,UCxfDVRNK6SoN59v_t3ZJ33A,84935,567,7,131,247,42.709,27.69,102.66
2026-07-11,UCxhHKduxLRNAOC_GUHPPf1Q,29234,347,2,10,101,0.0,28.84,132.83
2026-07-11,UCxxl4xdZZqRSSz2VfnFBhwA,17161,130,0,4,37,8.206,33.33,99.56
2026-07-12,UC01rTYtA_UsuZ5wzxnyHFcg,17276,193,4,21,95,0.0,15.36,278.58
2026-07-12,UC0GVHmLgrxE2SS8F0C19JVg,56422,830,11,23,113,50.231,51.55,138.35
2026-07-12,UC2IjY1Gm6b7pYp-vMJ2R9ig,170720,1699,9,290,358,139.737,15.16,137.48
2026-07-12,UC3WZLJlwYaCEurdUywF8ibg,14277,94,0,9,55,0.0,17.13,267.51
2026-07-12,UC49-b-BhbYoG54YNkwmzg8w,2685,10,0,3,10,0.0,14.71,152.21
2026-07-12,UC77WdDKy6cbCxZkC46eaudA,4179330,19665,115,3910,10350,1843.45,12.02,169.64
2026-07-12,UC80LfoIH6FrzHTm6lXTWCKQ,45479,640,10,53,135,41.014,25.72,141.6
2026-07-12,UC82nFsZOjs5Tr96upPPq9Ww,29450,283,3,33,90,33.61,17.95,253.49
2026-07-12,UC8Fm-ogvMehvbgF0BJjKiuQ,3393,48,0,0,8,1.708,36.52,105.15
2026-07-12,UC8gDq5ENmiVuJZIVsiZbQ8g,28,0,0,0,0,0.0,43.77,32.5
2026-07-12,UCAkSxwl8Lbk2hBXAAfsEFTA,18053,151,2,15,53,32.748,14.2,241.72
2026-07-12,UCEFB0gMdnD1NyiZaedHg2hQ,46835,422,5,36,130,43.016,19.47,159.67
2026-07-12,UCHONLLEtQ4f9yoqa1BWlhSg,10313,173,0,3,19,3.424,65.51,82.96
2026-07-12,UCIg97fCjw1HnS8vPqwiHLGA,8137,51,2,5,33,4.177,19.92,204.46
2026-07-12,UCL_RZ1IidYQkVQxfimfnPSQ,75693,164,0,6,70,7.222,86.3,24.05
2026-07-12,UCMGKZD9ggu_Pfo4dkL47cXQ,31763,175,5,23,79,29.296,68.5,163.54
2026-07-12,UCP4STX85lq_fpEtvQcq_5fw,15624,90,2,11,45,13.1,17.39,193.6
2026-07-12,UCSlOhfr5f-RPRP50yRri1uA,794420,9430,0,575,2415,271.86,39.94,98.14
2026-07-12,UCT7ZxKrKqxBvAODr8h_ODkA,27712,309,7,70,107,0.0,13.18,191.96
2026-07-12,UCZem4a64VnhfA4CBw9vM2bg,156672,3016,19,79,163,68.465,65.58,63.75
2026-07-12,UCbnCFV5_c-nGiEQN1anEO5A,632,2,0,0,3,0.21,6.15,121.81
2026-07-12,UCc-V01UlW1n8eGLpATLA5gw,14418,161,5,10,49,0.0,35.12,131.27
2026-07-12,UCctSzoeee7KCnR84dZ6IO7w,7924,85,4,5,24,11.852,15.13,249.81
2026-07-12,UCdtOFTQ1GVPKzvOYsi1ApIw,10507,110,6,15,51,13.434,24.68,265.34
2026-07-12,UCeVTtB1kN607CxFrFkiqjgQ,23587,170,2,14,74,0.0,13.97,204.47
2026-07-12,UCf3lAEw_WPtcgHMUVAunzSw,4893,96,0,5,23,1.044,48.53,69.99
2026-07-12,UChhBhc7qJ42rgzAIPe9z6Cg,2222,8,0,0,12,0.566,13.08,154.5
2026-07-12,UCk2O5vfW3c_W5YWQ_BoD1Ug,400893,3939,19,211,669,61.319,47.81,67.65
2026-07-12,UCm3RYOItKT_P0-oRCkkSMZw,47451,356,8,57,210,30.916,19.47,186.14
2026-07-12,UCnwjt6PgkKuZC4S1A0yTOFQ,36305,459,3,40,120,52.445,25.35,254.53
2026-07-12,UCsbnInDepLdq6o781WVZ-5g,33829,295,2,20,98,11.781,29.05,130.98
2026-07-12,UCvfQU0Npb-ve-LxUlaAN1GA,13380,235,5,11,46,0.0,51.25,94.86
2026-07-12,UCxfDVRNK6SoN59v_t3ZJ33A,39664,397,4,26,116,21.517,35.57,125.01
2026-07-12,UCxhHKduxLRNAOC_GUHPPf1Q,25141,268,4,12,84,0.0,29.15,132.8
2026-07-12,UCxxl4xdZZqRSSz2VfnFBhwA,11998,17,3,5,40,10.645,38.36,117.49
2026-07-13,UC01rTYtA_UsuZ5wzxnyHFcg,21680,261,3,26,109,0.0,20.17,237.61
2026-07-13,UC0GVHmLgrxE2SS8F0C19JVg,53201,715,10,45,100,74.113,44.49,190.54
2026-07-13,UC2IjY1Gm6b7pYp-vMJ2R9ig,57490,339,12,38,194,48.402,15.59,183.94
2026-07-13,UC3WZLJlwYaCEurdUywF8ibg,16330,114,3,17,63,0.0,17.32,274.5
2026-07-13,UC49-b-BhbYoG54YNkwmzg8w,3170,21,0,2,12,0.0,13.92,136.04
2026-07-13,UC77WdDKy6cbCxZkC46eaudA,48710,249,4,25,143,29.474,13.09,159.09
2026-07-13,UC80LfoIH6FrzHTm6lXTWCKQ,46130,675,11,43,159,51.64,23.65,151.91
2026-07-13,UC82nFsZOjs5Tr96upPPq9Ww,17902,149,4,16,50,22.665,17.19,239.35
2026-07-13,UC8Fm-ogvMehvbgF0BJjKiuQ,2999,35,0,0,8,1.498,42.15,77.77
2026-07-13,UC8gDq5ENmiVuJZIVsiZbQ8g,1942,26,0,0,3,0.0,59.06,33.93
2026-07-13,UCAkSxwl8Lbk2hBXAAfsEFTA,15614,116,1,18,46,32.138,12.26,272.36
2026-07-13,UCEFB0gMdnD1NyiZaedHg2hQ,54852,496,3,51,149,67.033,16.85,156.73
2026-07-13,UCHONLLEtQ4f9yoqa1BWlhSg,10783,170,3,1,10,2.811,67.06,80.53
2026-07-13,UCIg97fCjw1HnS8vPqwiHLGA,8192,62,0,7,45,5.014,19.64,217.7
2026-07-13,UCL_RZ1IidYQkVQxfimfnPSQ,101659,221,2,8,94,8.616,87.12,22.63
2026-07-13,UCMGKZD9ggu_Pfo4dkL47cXQ,52526,394,3,39,134,47.702,20.12,165.44
2026-07-13,UCP4STX85lq_fpEtvQcq_5fw,15788,99,1,16,56,15.38,16.61,201.96
2026-07-13,UCSlOhfr5f-RPRP50yRri1uA,8089,89,0,5,19,3.06,33.65,89.57
2026-07-13,UCT7ZxKrKqxBvAODr8h_ODkA,33174,371,2,51,116,9.315,23.49,169.37
2026-07-13,UCZem4a64VnhfA4CBw9vM2bg,248550,4701,42,107,197,94.302,73.51,49.92
2026-07-13,UCbnCFV5_c-nGiEQN1anEO5A,415,1,1,0,3,0.224,5.64,99.43
2026-07-13,UCc-V01UlW1n8eGLpATLA5gw,14120,172,1,10,40,0.0,35.47,130.48
2026-07-13,UCctSzoeee7KCnR84dZ6IO7w,11324,155,0,2,14,13.731,19.33,167.96
2026-07-13,UCdtOFTQ1GVPKzvOYsi1ApIw,8881,120,5,11,50,11.349,20.12,272.94
2026-07-13,UCeVTtB1kN607CxFrFkiqjgQ,18968,129,2,16,64,0.0,12.99,222.39
2026-07-13,UCf3lAEw_WPtcgHMUVAunzSw,4409,76,1,5,20,1.051,47.35,77.71
2026-07-13,UChhBhc7qJ42rgzAIPe9z6Cg,2194,19,0,2,9,0.58,12.88,160.41
2026-07-13,UCk2O5vfW3c_W5YWQ_BoD1Ug,361998,4392,17,210,641,55.229,48.41,67.05
2026-07-13,UCm3RYOItKT_P0-oRCkkSMZw,59239,153,4,47,213,55.815,18.24,172.72
2026-07-13,UCnwjt6PgkKuZC4S1A0yTOFQ,52122,-355,2,48,142,51.896,27.28,226.3
2026-07-13,UCsbnInDepLdq6o781WVZ-5g,19615,201,2,25,76,6.947,35.96,112.37
2026-07-13,UCvfQU0Npb-ve-LxUlaAN1GA,9262,191,1,4,20,0.0,25.98,64.25
2026-07-13,UCxfDVRNK6SoN59v_t3ZJ33A,32765,645,4,30,105,24.505,31.43,152.7
2026-07-13,UCxhHKduxLRNAOC_GUHPPf1Q,26690,393,1,20,83,0.0,36.26,117.8
2026-07-13,UCxxl4xdZZqRSSz2VfnFBhwA,8822,118,5,10,23,7.223,55.0,135.08
2026-07-14,UC01rTYtA_UsuZ5wzxnyHFcg,18689,196,6,36,112,0.0,15.2,257.56
